Tender Title,Description,Location,Opening Date,Closing Date,Tender Amount,Tender Link
Rural Water Supply And Sanitation Division - RWSS Tender,"RWSSD/2020-21/WS/WORK_INDENT30020/CALL-3 - Providing Fhtc's To 47 Households In Kumbara Thaluve Habitations Of Melige Village, Providing Fhtc's To 14 Households In Talve Habitations Of Melige Village, Providing Fhtc's To 35 Households In Chakkodu Habitations Of Basavani Village, Providing Fhtc's To 39 Households In Alamane Habitations Of Alamane Village,providing Fhtc's To 32 Households In Kumbar Koppa Habitations Of Nambala Village, Providing Fhtc's To 66 Households In Budhevahatlu Habitations Of Hadalaaralapura Village Thirthahalli Taluk Shivamogga District Through Retrofitting And Augmentation From Svs To Pws Of Budhevahatlu Habitation Of Hadalaaralapura Village In Thirthahalli Taluk Shivamogga District (lpcd 55)","Shivamogga, Karnataka",21 Apr 2021,29 Apr 2021,₹ 40.7 Lac,https://bidassist.com/all-tenders/rural-water-supply-and-sanitation-division/detail-047f19e3-7079-4382-8ad7-03f8adfbc53d?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,03/2021-22 - Work Of Conversion Of P And T To Piped Wss Allapur Tehsil Khandar Division Sawai Madhopur To Provide Fhtc Including One Year Defect Liability Period Under Jjm,"Sawai Madhopur, Rajasthan",23 Apr 2021,05 May 2021,₹ 73.3 Lac,https://bidassist.com/all-tenders/public-health-engineering-department/detail-d47d0993-9637-4486-bfca-55202b649e55?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,NIB No. 14/2021-22 EE - Conversion Of P And T Psp Scheme To Piped Scheme Roopasar Under Jal Jeevan Mission In Jurisdiction Of Div. Nagaur With Provision Of Fhtcs Including 12 Months Defect Liability Period After The Successful Completion Commissioning Of The Work,"Nagaur, Rajasthan",26 Apr 2021,03 May 2021,₹ 94.4 Lac,https://bidassist.com/all-tenders/public-health-engineering-department/detail-e994f181-b089-4c1c-b7b0-4adb17d80496?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Rural Water Supply And Sanitation Division - RWSS Tender,RWSSD/2020-21/WS/WORK_INDENT27620/CALL-2 - Providing Fhtcs To 537 Households In Belawadi Habitation Of Belawadi Village Bailhongal Taluka In Belagavi District Through Svs To Belawadi Village In Belagavi District (55 Lpcd),"Belagavi, Karnataka",21 Apr 2021,05 May 2021,₹ 3.6 Cr,https://bidassist.com/all-tenders/rural-water-supply-and-sanitation-division/detail-f64dbf7e-6fc1-4c34-9104-d0b7f2253a59?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Rural Water Supply And Sanitation Division - RWSS Tender,RWSSD/2021-22/WS/WORK_INDENT33752 - Providingfhtc'sto80householdsinbasavaprahabitationsofbasavapravillageshimogatalukshivamoggadistrictthroughretrofittingandaugmentationfromsvstopwsofbasavaprahabitationofbasavapravillageinshivamoggatalukshivamoggadistrict(lpcd20),-,26 Apr 2021,04 May 2021,₹ 14.5 Lac,https://bidassist.com/all-tenders/rural-water-supply-and-sanitation-division/detail-fce0ef78-2e1b-4eb9-a1ce-61d6676e0753?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,07/SE 21-22 - 07/se Gorela Sardaya Bhil Basti,"Rajsamand, Rajasthan",22 Apr 2021,05 May 2021,₹ 45.5 Lac,https://bidassist.com/all-tenders/public-health-engineering-department/detail-4362be8c-b1c5-47eb-aa3b-5f8b06e87f7f?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,SE-10/2021-22 - Providing Laying Jointing Of Pipe Line With Pump Motor Construction Of Rcc Ohsr And Open Well At Village Lodhiyana Block Amet District Rajsamand On Single Point Responsibility Basis With One Year Defect Liability,"Rajsamand, Rajasthan",23 Apr 2021,05 May 2021,₹ 1 Cr,https://bidassist.com/all-tenders/public-health-engineering-department/detail-391b1b07-6338-4ba5-be41-871ebb0431f0?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,"ACE(P) PHED CHURU 04/2021-22 - Work Of Conversion Of Various Wss Into Piped Wss To Provide Fhtc Including One Year Dlp Of 4 Nos. Svs And Mvs Under Jjm In The Jurisdiction Of Phed Cbp Sub Division, Division Churu","Churu, Rajasthan",20 Apr 2021,12 May 2021,₹ 11.8 Cr,https://bidassist.com/all-tenders/public-health-engineering-department/detail-4aa74712-28fc-4cb8-a83f-b3dd234b2fb8?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,01/2021-22 - Work Of Conversion Of P And T To Piped Wss Mei Kalan Tehsil Khandar Division Sawai Madhopur To Provide Fhtc Including One Year Defect Liability Period Under Jjm,"Sawai Madhopur, Rajasthan",23 Apr 2021,05 May 2021,₹ 99.3 Lac,https://bidassist.com/all-tenders/public-health-engineering-department/detail-02d6b766-3609-4c2e-9e60-5d4b20f9a501?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,SE-25/2021-22 - Providing Laying Jointing Of Pipe Line With Pump Motor Construction Of Source Storage At Sagrun Block Khamnor District Rajsamand With One Year Defect Liability,"Rajsamand, Rajasthan",27 Apr 2021,10 May 2021,₹ 82.4 Lac,https://bidassist.com/all-tenders/public-health-engineering-department/detail-81fdd10c-d96f-4a86-911e-3ee059d7cf25?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,SE-13/2021-22 - Providing Laying Jointing Of Pipe Line With Pump Motor Construction Of Rcc Glsr And Open Well At Village Aasankoteshwari Block Amet District Rajsamand On Single Point Responsibility Basis With One Year Defect Liability,"Rajsamand, Rajasthan",24 Apr 2021,05 May 2021,₹ 66.9 Lac,https://bidassist.com/all-tenders/public-health-engineering-department/detail-a6f07c30-b75b-433d-b1aa-6c8bbe3aaba5?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,SE-15/2021-22 - Providing Laying Jointing Of Pipe Line With Pump Motor Construction Of Rcc Ohsr And Open Well At Village Devli Block Amet District Rajsamand On Single Point Responsibility Basis With One Year Defect Liability,"Rajsamand, Rajasthan",24 Apr 2021,05 May 2021,₹ 56.9 Lac,https://bidassist.com/all-tenders/public-health-engineering-department/detail-f9ba00fa-a864-4137-a0d6-512da7cc02bb?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,EE/NIT-09/2021-22 - Construction Of Cwr Dovelopment Of Source Laying Jointing Of Pipe Line Installation Of Pump Moter And Power Connection At Shivnathpura Tehsil Amet District Rajsamand On Single Point Responsibility Basis With One Year Defect Liability,"Rajsamand, Rajasthan",22 Apr 2021,05 May 2021,₹ 25.7 Lac,https://bidassist.com/all-tenders/public-health-engineering-department/detail-e4716fb9-15d5-4b34-b3ff-4d0f1a2c6fd8?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,SE-09/2021-22 - Providing Laying Jointing Of Pipe Line With Pump Motor Construction Of Rcc Ohsr At Village Khediya Block Amet District Rajsamand On Single Point Responsibility Basis With One Year Defect Liability,"Rajsamand, Rajasthan",23 Apr 2021,05 May 2021,₹ 37.4 Lac,https://bidassist.com/all-tenders/public-health-engineering-department/detail-b359e44d-d4a3-4417-a96b-703b70bb29ec?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,"NIT No. 10/21-22 - Work Of Plj Hdpe P Line Constt Comm Of Rcc Cwr Constt Of Ph And Boundary Wall, Providing And Install Of Pump Set And Related Works On Turnkey Basis Including Defect Liability Period Of 12 Months Of Piped Wss Nokh Tehsil Raipur Under Jjm","Pali, Rajasthan",24 Apr 2021,05 May 2021,₹ 44.3 Lac,https://bidassist.com/all-tenders/public-health-engineering-department/detail-bc5c100d-bbf3-42c4-b22f-761cb1c1646e?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,SE-12/2021-22 - Providing Laying Jointing Of Pipe Line With Pump Motor Construction Of Rcc Ohsr And Open Well At Village Agalgaon Block Amet District Rajsamand On Single Point Responsibility Basis With One Year Defect Liability,"Rajsamand, Rajasthan",24 Apr 2021,05 May 2021,₹ 47.2 Lac,https://bidassist.com/all-tenders/public-health-engineering-department/detail-374ab0ea-5587-4c15-b791-0aa958c62b43?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,SE-14/2021-22 - Providing Laying Jointing Of Pipe Line With Pump Motor Construction Of Rcc Ohsr And Tube Well At Village Jaswantpura And Fatehpuriya Block Amet District Rajsamand On Single Point Responsibility Basis With One Year Defect Liability,"Rajsamand, Rajasthan",24 Apr 2021,05 May 2021,₹ 57 Lac,https://bidassist.com/all-tenders/public-health-engineering-department/detail-a84fc73a-3139-4bdc-9d89-6e3d868ccd60?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,SE-24/2021-22 - Construction Of Open Well Rcc Ohsr Glsr Pipeline And Pumping Machinery Work At Village Beeramgurha And Peethgurha Block Bhim District Rajsamand With One Year Defect Liability,"Rajsamand, Rajasthan",27 Apr 2021,10 May 2021,₹ 73.9 Lac,https://bidassist.com/all-tenders/public-health-engineering-department/detail-b6e5807d-7cf6-49e4-ae9f-c9390910027c?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,"NIT No 03/2021-22 - Work Of Augmentation Cum Reorganization Of Shaygarh Water Supply Project, Distt Baran, As Per Jjm Guidelines Including 10-year Operation And Maintenance","Baran, Rajasthan",09 Apr 2021,12 May 2021,₹ 47.6 Cr,https://bidassist.com/all-tenders/public-health-engineering-department/detail-c95a299e-bce0-4ec5-a628-cfa639714169?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,"SE-11/2021-22 - Providing Laying Jointing Of Pipe Line With Pump Motor Construction Of Rcc Ohsr And Open Well At Village Veerwas Block Ame, District Rajsamand On Single Point Responsibility Basis With One Year Defect Liability","Rajsamand, Rajasthan",23 Apr 2021,05 May 2021,₹ 76.6 Lac,https://bidassist.com/all-tenders/public-health-engineering-department/detail-f713c81d-d24d-408e-aad1-2ce599311960?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,SE-17/2021-22 - Providing Laying Jointing Of Pipe Line With Pump Motor Construction Of Rcc Glsr And Open Well At Village Kabri Block Amet District Rajsamand On Single Point Responsibility Basis With One Year Defect Liability,"Rajsamand, Rajasthan",24 Apr 2021,05 May 2021,₹ 57 Lac,https://bidassist.com/all-tenders/public-health-engineering-department/detail-3aca0556-57c8-4989-86b5-bdcde43aaa6a?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,NIT No. 11/21-22 - Work Of Plj Hdpe P Line Constt Comm Of Rcc Cwr Constt Of Ph And Boundary Wall Providing And Install Of Pump Set And Related Works On Turnkey Basis Including Defect Liability Period Of 12 Months Of Piped Wss Beechardi Tehsil Raipur Under Jjm,"Pali, Rajasthan",24 Apr 2021,06 May 2021,₹ 63.3 Lac,https://bidassist.com/all-tenders/public-health-engineering-department/detail-d2a6560b-a805-4240-bc6d-a16e258d6e02?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,10/2021-22 - Work Of Augmentation Of Rwss Malikpur To Provide Fhtc Including One Year O And M Under Jjm In Jurisdiction Of Phed Div Neemkathana Sikar,"Sikar, Rajasthan",20 Apr 2021,06 May 2021,Refer Documents,https://bidassist.com/all-tenders/public-health-engineering-department/detail-f72ccf19-796f-4c18-bc50-118927ef38da?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Military Engineer Services - MES Tender,CWE BKN TOKEN NO 59 OF 2020-21 - Provn Of Stp (0.50 Mld Capacity) Alongwith External Services (job No. Pkg-30) Including M And O For Map Ph-ii At Mil Stn Bikaner Under Ge (p) Bikaner,"Bikaner, Rajasthan",27 Mar 2021,06 May 2021,₹ 2.6 Cr,https://bidassist.com/all-tenders/military-engineer-services/detail-78f6d736-6110-4ee1-8051-983062aa5dbb?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,"NIT No. 06/21-22 - Work Of Augmentation Of Various Rwss Of Phed Sub-division Nainwa To Provide Fhtc Including One Year Defect Liability Period Of Svss Under Jjm In The Jurisdiction Of Phed Division Lakheri, District Bundi","Bundi, Rajasthan",27 Apr 2021,26 May 2021,₹ 5.6 Cr,https://bidassist.com/all-tenders/public-health-engineering-department/detail-4c82c5ea-38b3-4f1b-868f-50b4f0adffcf?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Rural Water Supply And Sanitation Division - RWSS Tender,"RWSSD/2020-21/WS/WORK_INDENT31152 - Providing Fhtcs To 454 Households In Tirlapur Habitation Of Tirlapur Village, Navalgund Taluk Dharwad District By Augmentation Of Svs To Providing Pwss To Tirlapur Village In Dharwad District. (44.00 Lpcd)(fhtc-464 + Retrofitting Of Hhtc-784)","Dharwad, Karnataka",19 Apr 2021,29 Apr 2021,₹ 1.6 Cr,https://bidassist.com/all-tenders/rural-water-supply-and-sanitation-division/detail-6b1fb266-fd29-49e3-b75b-5cfb4fb51929?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Andhra Pradesh Industrial Infrastructure Corporation - APIIC Tender,"03/CE-II/APIIC/2021-22, Dt.23-04-2021 - Development Of Sewerage (grey Water Reuse) At Pulivendula, Y.s.r. Kadapa District.","Cuddapah, Andhra Pradesh",25 Apr 2021,11 May 2021,₹ 11 Cr,https://bidassist.com/all-tenders/andhra-pradesh-industrial-infrastructure-corporation/detail-14f33fca-af01-48fc-8f36-20b8c357e3c6?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,01/2021-22 - Work Of Augmentation Of Various Rwss Of Khandela And Srimadhopur Block Villages To Provide Fhtcs Including One Year Defect Liability Period Of Svs And O And M During Dlp Under Jjm In The Jurisdiction Of Phed Div Neemkathana District Sikar,"Jaipur, Rajasthan",16 Apr 2021,10 May 2021,₹ 6.2 Cr,https://bidassist.com/all-tenders/public-health-engineering-department/detail-e44dd192-f529-4991-8e17-12a6761d5ec4?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,"07/21-22 - Work Of Augmentation Of Various Rwss To Provide Fhtc Including One Year Defect Liability Period Of Svs And Mvss Under Jjm In The Jurisdiction Of Phed Sub Division Chaksu, Jaipur","Jaipur, Rajasthan",15 Apr 2021,17 May 2021,₹ 24.4 Cr,https://bidassist.com/all-tenders/public-health-engineering-department/detail-8f9a1cdf-ab08-40db-9f57-31880977804f?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,"11/21-22 - Work Of Augmentation Of Various Rwss To Provide Fhtc Including One Year Defect Liability Period Of Svs And Mvss Under Jjm In The Jurisdiction Of Phed Sub Division Jamwaramgarh, Jaipur","Jaipur, Rajasthan",19 Apr 2021,18 May 2021,₹ 69.7 Cr,https://bidassist.com/all-tenders/public-health-engineering-department/detail-919250b4-508c-4503-9c7b-cdb37315e58d?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Panchayat Raj Engineering Department Tender,"e-Procurement Tender Notice No.731/20-21 Dt.3.03.2021 - Providing Fhtcs In Chintaluru Habitation Of Chintaluru Gp (by Utilizing Existing Infrastructure And Retrofitting Augumentation) In Prathipadu Mandal, Est Cost.33.40 Lakhs","East Godavari, Andhra Pradesh",15 Apr 2021,29 Apr 2021,₹ 29.4 Lac,https://bidassist.com/all-tenders/panchayat-raj-engineering-department/detail-61f208e7-aabd-44c6-88c8-75857185057d?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Panchayat Raj Engineering Department Tender,"e-Procurement Tender Notice No.702/20-21 Dt.3.03.2021 - Providing Fhtcs In E. L. Puram Habitation Of E. L. Puram Gp (by Utilizing Existing Infrastructure And Retrofitting Augumentation) In Yeleswaram Mandal, Est Cost.24.93 Lakhs","East Godavari, Andhra Pradesh",15 Apr 2021,29 Apr 2021,₹ 21.1 Lac,https://bidassist.com/all-tenders/panchayat-raj-engineering-department/detail-64fbbaa2-cc8a-49cc-b085-1c8e2be65ff8?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Panchayat Raj Engineering Department Tender,"260/2019-20/A.T.O, Dt 24.03.2021 - Providing Fhhtc S To Pedabondapalli Village In Peddabondapalli Gp By Utilizing Existing Infrastructure And Retrofitting/augumentation In Parvathipuram Mandal Of Vizianagaram Dist","Vizianagaram, Andhra Pradesh",19 Apr 2021,04 May 2021,₹ 23.8 Lac,https://bidassist.com/all-tenders/panchayat-raj-engineering-department/detail-8a0ecde6-8c15-42e5-ba07-5033ac476753?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Municipal Administration Department Tender,"16/2021-22/M.A.E/YLM - Providing Water Supply Pipelines In Unserved Water Scarcity Areas From A)rapeti Appala Naidu House To Pilla Surya Rao House(d,no.29-132), B)gairamma Temple To Malla Prakash House(d.no.20-35-70) And C)ramalayam To Pragada Varahaalu(d.no.3-76) Kothapalem And Yerravaram Of Yelamanchili Municipality 14th Finance Commission 2016-17 Basic Grant.",Andhra Pradesh,22 Apr 2021,07 May 2021,₹ 4.1 Lac,https://bidassist.com/all-tenders/municipal-administration-department/detail-88886353-e7de-46b8-aac5-e8255ad14abc?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Panchayat Raj Engineering Department Tender,e-Procurement Tender Notice No.526/20-21 Dt.3.03.2021 - Providing Fhtcs In Moolareddy Colony Habitation Of Mahendrawada(0 6) Gp (by Utilizing Existing Infrastructure And Retrofitting Augumentation) In Anaparthi Mandal Est Cost 17.83 Lakhs,"East Godavari, Andhra Pradesh",17 Apr 2021,03 May 2021,₹ 15.6 Lac,https://bidassist.com/all-tenders/panchayat-raj-engineering-department/detail-a85ecb01-2f8d-466d-8aad-24fb54700b4d?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,"EE_KSG_Nit No. 07/2021-22 - Work Of Providing, Laying, Jointing And Commissioning Of Distribution Pipe Line To Provide Water Supply Facility To Patni Farm Madanganj Kishangarh Under City Sub Div Kishangarh.","Ajmer, Rajasthan",16 Apr 2021,29 Apr 2021,Refer Documents,https://bidassist.com/all-tenders/public-health-engineering-department/detail-a22b35b4-4076-4ca7-917a-97a99c9dec1a?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Local Self Government Department - LSGD Tender,MUNICIPAL COUNCIL BANSWARA NLUM 01/2021-22/02 - Municipal Council Banswara Rain Basera Ka Sanchalan Work Near A Pravite Bus Stand Ke Pass Ratlam Raod,"Banswara, Rajasthan",11 Apr 2021,17 May 2021,₹ 6 Lac,https://bidassist.com/all-tenders/local-self-government-department/detail-d3cc21b6-85d0-4589-b837-cc93d9b3a1a4?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Panchayat Raj Engineering Department Tender,"251/2019-20/A.T.O, Dt 24.03.2021 - Providing Fhhtc S To Kotavanivalasa Colony Village In Adapuseela Gp By Utilizing Existing Infrastructure And Retrofitting/augumentation In Parvathipuram Mandal Of Vizianagaram Dist","Vizianagaram, Andhra Pradesh",18 Apr 2021,03 May 2021,₹ 19.4 Lac,https://bidassist.com/all-tenders/panchayat-raj-engineering-department/detail-d454786b-a009-4323-b904-01899c23d98c?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Panchayat Raj Engineering Department Tender,"e-Procurement Tender Notice No.735/20-21 Dt.3.03.2021 - Providing Fhtcs In Sarabhavaram Habitation Of Sarabhavaram Gp (by Utilizing Existing Infrastructure And Retrofitting Augumentation) In Prathipadu Mandal, Est Cost.21.30 Lakhs","East Godavari, Andhra Pradesh",15 Apr 2021,29 Apr 2021,₹ 18.5 Lac,https://bidassist.com/all-tenders/panchayat-raj-engineering-department/detail-28b1cfbe-f635-4e07-9de3-2c499479ecdf?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Panchayat Raj Engineering Department Tender,"253/2019-20/A.T.O,Dt 24.03.2021 - Providing Fhhtc S To Balagudaba Village In Balagudaba Gp By Utilizing Existing Infrastructure And Retrofitting/augumentation In Parvathipuram Mandal Of Vizianagaram Dist","Vizianagaram, Andhra Pradesh",18 Apr 2021,04 May 2021,₹ 18.5 Lac,https://bidassist.com/all-tenders/panchayat-raj-engineering-department/detail-1fd0aaf5-d63f-47e8-9154-6fdb0fde5d0d?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Panchayat Raj Engineering Department Tender,"e-Procurement Tender Notice No.732/20-21 Dt.3.03.2021 - Providing Fhtcs In G. Kothuru Habitation Of Gajjanapudi Gp (by Utilizing Existing Infrastructure And Retrofitting Augumentation) In Prathipadu Mandal, Est Cost.26.90 Lakhs","East Godavari, Andhra Pradesh",15 Apr 2021,29 Apr 2021,₹ 23.7 Lac,https://bidassist.com/all-tenders/panchayat-raj-engineering-department/detail-31dd190b-7ef3-4627-b084-d4cd08021ebc?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,NIT-08-14/2021-22 PHED RURAL DIV BHILWARA - 08-provision For Making Complete Fhtcs Of Piped Water Supply Scheme Chandras Under Jal Jeevan Mission In Block Kareda District Bhilwara Including 12 Months Defect Liability Period After The Successful Completion And Commission Of The Work,"Bhilwara, Rajasthan",09 Apr 2021,07 May 2021,₹ 24.4 Lac,https://bidassist.com/all-tenders/public-health-engineering-department/detail-44e572fb-79f9-43b6-b76c-bb24a123c082?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,NIT-08-14/2021-22 PHED RURAL DIV BHILWARA - 14-provision For Making Complete Fhtcs Of Piped Water Supply Scheme Thana Under Jal Jeevan Mission In Block Kareda District Bhilwara Including 12 Months Defect Liability Period After The Successful Completion And Commission Of The Work,"Bhilwara, Rajasthan",09 Apr 2021,07 May 2021,₹ 18.3 Lac,https://bidassist.com/all-tenders/public-health-engineering-department/detail-6d1574b8-9be6-47de-8191-626be2570fad?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Panchayat Raj Engineering Department Tender,"e-Procurement Tender Notice No.477/20-21 Dt.3.03.2021 - Providing Fhtcs In Kothuru Habitation Of Vk Rayapuram Gp (by Utilizing Existing Infrastructure And Retrofitting Augumentation) In Samalkota Mandal, Est Cost.21.23 Lakhs","East Godavari, Andhra Pradesh",15 Apr 2021,29 Apr 2021,₹ 18.2 Lac,https://bidassist.com/all-tenders/panchayat-raj-engineering-department/detail-11038713-0795-4958-943e-79080e9b3bc0?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,EE/PHED/DD-III/JU/02/2021-22 - Construction And Commissioning Of Rcc Glr At Bhim Bhadak Road Village Genwa With Supply And Installation Of Pump Set At Kaylana Head Works,"Jodhpur, Rajasthan",16 Apr 2021,29 Apr 2021,Refer Documents,https://bidassist.com/all-tenders/public-health-engineering-department/detail-72f9a3d1-7db4-4f11-b47e-0e351dcb9e34?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,NIT-08-14/2021-22 PHED RURAL DIV BHILWARA - 12-provision For Making Complete Fhtcs Of Piped Water Supply Scheme Mandal Under Jal Jeevan Mission In Block Mandal District Bhilwara Including 12 Months Defect Liability Period After The Successful Completion And Commission Of The Work,"Bhilwara, Rajasthan",09 Apr 2021,07 May 2021,₹ 26.5 Lac,https://bidassist.com/all-tenders/public-health-engineering-department/detail-d6065aca-5149-4e00-8f56-5f1e0cf5ce0d?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Panchayat Raj Engineering Department Tender,e-Procurement Tender Notice No.590/20-21 Dt.3.03.2021 - Providing Fhtcs In Ramannapalem Habitation Of Patavala(04) Gp (by Utilizing Existing Infrastructure And Retrofitting Augumentation) In Tallaravu Mandal Est Cost 22.00 Lakhs,"East Godavari, Andhra Pradesh",13 Apr 2021,28 Apr 2021,₹ 19.2 Lac,https://bidassist.com/all-tenders/panchayat-raj-engineering-department/detail-f18a5a8f-fc0c-44fd-85a7-1e5dd24793c7?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Vijayawada Municipal Corporation - VMC Tender,Rc.E6-103879/2020 - Replacement Of Old Damaged Water Distribution Pipelines With New Hdpe Pipes Of Various Sizes In Circle-1 Areac,Andhra Pradesh,24 Apr 2021,04 May 2021,₹ 33.9 Lac,https://bidassist.com/all-tenders/vijayawada-municipal-corporation/detail-ca9a9920-b1d2-45f5-977d-b1bd95de2d44?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,NIT-08-14/2021-22 PHED RURAL DIV BHILWARA - 09-provision For Making Complete Fhtcs Of Piped Water Supply Scheme Kareda Under Jal Jeevan Mission In Block Kareda District Bhilwara Including 12 Months Defect Liability Period After The Successful Completion And Commission Of The Work,"Bhilwara, Rajasthan",09 Apr 2021,07 May 2021,₹ 23.9 Lac,https://bidassist.com/all-tenders/public-health-engineering-department/detail-b10b4057-ddc9-4200-ae3b-dddb756994f7?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Rural Water Supply And Sanitation Division - RWSS Tender,"RWSSD/2020-21/WS/WORK_INDENT27789/CALL-2 - Providing Fhtcs To 2284 Households In Yaragatti Habitation Of Yaragatti Village, Saundatti Taluka In Belagavi District Through Mvs To Yaragatti Village And 22 Other Villages In Belagavi District (55 Lpcd)","Belagavi, Karnataka",21 Apr 2021,05 May 2021,₹ 3.9 Cr,https://bidassist.com/all-tenders/rural-water-supply-and-sanitation-division/detail-04d7d2e5-86bb-4b42-8dd3-ade012875393?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
